brand,category,ingredient,name,page,price,rating,reviews_number,unit
"
            By Blue Buffalo","Dog,Food","Crude Protein,24.0% min,Crude Fat,14.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.1% min,Phosphorus,0.8% min,Omega 3 Fatty Acids,0.5% min,Omega 6 Fatty Acids,2.5% min,Glucosamine,400 mg/kg min,Up to 5 lbs,1/4 - 1/2,6 - 10 lbs,1/2 - 1,11 - 15 lbs,1 - 1 1/4,16 - 20 lbs,1 1/4 - 1 1/2,21 - 25 lbs,1 1/2 - 1 3/4,26 - 30 lbs,1 3/4 - 2","
        Blue Buffalo Life Protection Formula Small Breed Adult Lamb & Brown Rice Recipe Dry Dog Food",14,"
                        $29.99",/assets/img/ratings/rating-4_8.png,75,15-lb bag
"
            By Natural Balance","Dog,Food","Crude Protein,21.0% min,Crude Fat,10.0% min,Crude Fiber,3.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.8% min,Docosahexaenoic Acid (DHA),0.01% min,Omega 6 Fatty Acids,1.7% min,Omega 3 Fatty Acids,0.5% min,Up to 10 pounds ,1/2 - 1 cup ,10 - 20 pounds ,1 - 1 1/2 cups ,20 - 30 pounds ,1 1/2 - 2 cups ,30 - 40 pounds ,2 - 2 1/2 cups ","
        Natural Balance L.I.D. Limited Ingredient Diets Potato & Duck Formula Small Breed Bites Grain-Free Dry Dog Food",14,"
                        $15.15",/assets/img/ratings/rating-4_7.png,127,4.5-lb bag
"
            By Nutro","Dog,Food","Crude Protein,8.0% min,Crude Fat,5.5% min,Crude Fiber,1.0% max,Moisture,80.0% max,15 lbs,1,25 lbs,1 1/2,35 lbs,1 3/4,55 lbs,2 2/3,75 lbs,3 1/3","
        Nutro Adult Hearty Stews Meaty Lamb & Rice Stew Chunks In Gravy Canned Dog Food, 12.5-oz, case of 12",14,"
                        $21.49",/assets/img/ratings/rating-4_6.png,26,
"
            By Nutro","Dog,Food","Crude Protein,8.0% min,Crude Fat,3.0% min,Crude Fiber,1.0% max,Moisture,82.0% max,15 lbs,3 3/4,25 lbs,5 1/2,35 lbs,7,55 lbs,10,75 lbs,12 2/3","
        Nutro Adult Petite Eats Chef Inspired Chicken Entree Cuts In Gravy Dog Food Trays, 3.5-oz, case of 24",14,"
                        $30.02",/assets/img/ratings/rating-4_7.png,48,
"
            By Taste of the Wild","Dog,Food","Crude Protein,8.0% min,Crude Fat,3.5% min,Crude Fiber,1.0% max,Moisture,82.0% max","
        Taste of the Wild Wetlands Grain-Free Canned Dog Food, 13.2-oz, case of 12",14,"
                        $27.48",/assets/img/ratings/rating-4_6.png,92,
"
            By Purina Pro Plan","Dog,Food","Crude Protein,29.0% min,Crude Fat,14.0% min,Crude Fiber,3.0% max,Moisture,12.0% max,Arginine,1.2% min,Linoleic Acid,1.3% min,Eicosapentaenoic Acid (EPA),0.15% min,Docosahexaenoic Acid (DHA),0.15% min,Calcium,1.0% min,Phosphorus,0.8% min,Selenium,0.3 mg/kg min,Vitamin A,14,000 IU/kg min,Vitamin E,500 IU/kg min,Pyridoxine,3.0 mg/kg min,Folic Acid,0.6 mg/kg min,Ascorbic Acid,90 mg/kg min,Glucosamine,500 ppm min,Omega 3 Fatty Acids,0.4% min,Omega 6 Fatty Acids,1.9% min","
        Purina Pro Plan Bright Mind Adult 7+ Chicken & Rice Formula Dry Dog Food",14,"
                        $54.98",/assets/img/ratings/rating-4_6.png,160,30-lb bag
"
            By Purina ONE","Dog,Food","Crude Protein,30.0% min,Crude Fat,17.0% min,Crude Fiber,3.0% max,Moisture,12.0% max,Linoleic Acid,1.6% min,Calcium,1.0% min,Phosphorus,0.8% min,Zinc,150 ppm min,Selenium,0.35 ppm min,Vitamin A,15,000 IU/kg min,Vitamin E,460 IU/kg min,Glucosamine,400 ppm min,Omega 3 Fatty Acids,0.5% min,Omega 6 Fatty Acids,1.7% min","
        Purina ONE SmartBlend True Instinct with Real Salmon & Tuna Adult Premium Dry Dog Food",14,"
                        $29.96",/assets/img/ratings/rating-4_6.png,46,27.5-lb bag
"
            By Natural Balance","Dog,Food","Crude Protein,8.0% min,Crude Fat,5.0% min,Crude Fiber,1.5% max,Moisture,78.0% max","
        Natural Balance Ultra Premium Chicken Formula Canned Dog Food",14,"
                        $23.59",/assets/img/ratings/rating-4_7.png,71,"13-oz, case of 12"
"
            By Purina Pro Plan","Dog,Food","Crude Protein,28.0% min,Crude Fat,18.0% min,Crude Fiber,3.0% max,Moisture,12.0% max,Linoleic Acid,1.6% min,Calcium,1.1% min,Phosphorus,0.8% min,Vitamin A,15,000 IU/kg min,Vitamin E,100 IU/kg min,Docosahexaenoic Acid (DHA),0.05% min","
        Purina Pro Plan Focus Puppy Lamb & Rice Formula Dry Dog Food",14,"
                        $41.98",/assets/img/ratings/rating-4_8.png,50,34-lb bag
"
            By Weruva","Dog,Food","Crude Protein,10.0% min,Crude Fat,1.4% min,Crude Fiber,0.5% max,Moisture,85.0% max,Ash,1.2% max","
        Weruva Paw Lickin' Chicken in Gravy Grain-Free Canned Dog Food",14,"
                        $45.42",/assets/img/ratings/rating-4_8.png,112,"14-oz, case of 12"
"
            By Primal","Dog,Food","Crude Protein,48.0% min,Crude Fat,38.0% min,Crude Fiber,1.0% max,Moisture,3.0% max,Ash,6.4% min,5 lbs,2,10 lbs,4,20 lbs,8,40 lbs,16,60 lbs,24,80 lbs,32,100 lbs,40","
        Primal Beef Formula Nuggets Grain-Free Freeze-Dried Dog Food",14,"
                        $30.99",/assets/img/ratings/rating-4_6.png,107,14-oz bag
"
            By Stella & Chewy's","Dog,Food","Crude Protein,40.0% min,Crude Fat,36.0% min,Crude Fiber,4.0% max,Moisture,5.0% max,Microorganisms,10,000,000 CFU/oz min,Crude Protein,13.0% min,Crude Fat,12.0% min,Crude Fiber,2.0% max,Moisture,70.0% max","
        Stella & Chewy's Tantalizing Turkey Meal Mixers Grain-Free Freeze-Dried Dog Food",14,"
                        $35.99",/assets/img/ratings/rating-4_9.png,80,18-oz bag
"
            By Merrick","Dog,Food","Crude Protein,9.0% min,Crude Fat,5.0% min,Crude Fiber,1.4% max,Moisture,81.0% max,3 lbs,1/3,6 lbs,2/3,10 lbs,1,15 lbs,1 1/4,20 lbs,1 1/2,30 lbs,2,40 lbs,2 1/2,50 lbs,3,60 lbs,3 1/2,70 lbs,4,80 lbs,4 1/2,90 lbs,4 3/4,100 lbs,5 1/4","
        Merrick Classic Grain-Free Smothered Comfort Recipe Canned Dog Food, 13.2-oz, case of 12",14,"
                        $31.44",/assets/img/ratings/rating-4_3.png,82,
"
            By Purina Pro Plan","Dog,Food","Crude Protein,9.0% min,Crude Fat,2.5% min,Crude Fiber,1.5% max,Moisture,82.0% max","
        Purina Pro Plan Savor Adult Lamb & Vegetables Entree Slices in Gravy Canned Dog Food, 13-oz, case of 12",14,"
                        $16.87",/assets/img/ratings/rating-4_7.png,37,
"
            By Purina Pro Plan","Dog,Food","Crude Protein,28.0% min,Crude Fat,12.0% min,Crude Fiber,3.0% max,Moisture,12.0% max,Linoleic Acid,1.3% min,Calcium,1.0% min,Phosphorus,0.8% min,Selenium,0.3 mg/kg min,Vitamin A,14,000 IU/kg min,Vitamin E,460 IU/kg min,Ascorbic Acid (Vitamin C),70 mg/kg min,Docosahexaenoic Acid (DHA),0.15% min,Eicosapentaenoic Acid (EPA),0.15% min,Glucosamine,500 ppm min,Omega 3 Fatty Acids,0.4% min,Omega 6 Fatty Acids,2.0% min","
        Purina Pro Plan Savor Adult 7+ Shredded Blend Chicken & Rice Formula Dry Dog Food",14,"
                        $41.98",/assets/img/ratings/rating-4_9.png,59,34-lb bag
"
            By Nature's Recipe","Dog,Food","Crude Protein,8.0% min,Crude Fat,5.0% min,Crude Fiber,1.0% max,Moisture,78.0% max,5 to 10 lbs,.75 to 1,10 to 20 lbs,1 to 1.75,20 to 50 lbs,1.75 to 3.25,50 to 90 lbs,3.25 to 4.75,Over 90 lbs,Plus 1 additional can for each 21 lbs of body weight over 90 lbs","
        Nature's Recipe Easy-To-Digest Chicken, Rice & Barley Recipe Cuts in Gravy Stew Canned Dog Food, 13.2-oz, case of 12",14,"
                        $13.95",/assets/img/ratings/rating-4_3.png,42,
"
            By Pedigree","Dog,Food","CRUDE PROTEIN,8.0% MIN,CRUDE FAT,6.0% MIN,CRUDE FIBER,1.0% MAX,MOISTURE,78.0% MAX","
        Pedigree Chopped Ground Dinner Variety Pack With Filet Mignon & Beef Canned Dog Food, 13.2-oz, case of 12",14,"
                        $8.34",/assets/img/ratings/rating-4_6.png,8,
"
            By Purina Beneful","Dog,Food","Crude Protein,24.0% min,Crude Fat,13.0% min,Crude Fiber,5.0% max,Moisture,12.0% max,Linoleic Acid,1.2% min,Calcium,1.0% min,Vitamin A,10,000 IU/kg,Vitamin E,100 IU/kg,3 - 12 lbs (1.4 - 5.4 kg) ,1/2 - 1 1/4 ,13 - 20 lbs (5.9 - 9.1 kg) ,1 1/3 - 1 3/4 ,21 - 35 lbs (16.3 - 22.7 kg) ,1 3/4 - 2 1/2 ,36 - 50 lbs (16.3 - 22.7 kg) ,2 2/3 - 3 1/4 ,51 - 75 lbs (23.1 - 34.0 kg) ,3 1/4 - 4 1/4 ,76 - 100 lbs (34.5 - 45.4 kg),4 1/4 - 5 1/8 ,Over 100 lbs (Over 45.4 kg) ,5 1/8 cups plus 1/3 cup for each 10 lbs of body weight over 100 lbs ","
        Purina Beneful Grain Free With Real Farm-Raised Chicken Dry Dog Food",14,"
                        $17.98",/assets/img/ratings/rating-4_3.png,21,12.5-lb bag
"
            By Solid Gold","Dog,Food","Crude Protein,22.0% min,Crude Fat,9.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.0% min,Vitamin E,250 IU/kg min,Ascorbic Acid (Vitamin C),50 mg/kg min,Taurine,0.05% min,L-Carnitine,25 mg/kg min,Omega 6 Fatty Acids,1.75% min,Omega 3 Fatty Acids,0.75% min,Docosahexaenoic Acid (DHA),0.05% min,Lactic Acid Bacteria,2 x 105 cfu/g min,5-15 lbs,½ - 1 ¼,16-30 lbs,1 ¼ - 2,31-45 lbs,2 - 2 ¾,46-60 lbs,2 ¾ - 3 ¼,61-75 lbs,3 ¼ - 4","
        Solid Gold Wolf King Bison & Brown Rice Recipe with Sweet Potatoes Adult Dry Dog Food",14,"
                        $55.09",/assets/img/ratings/rating-4_7.png,69,24-lb bag
"
            By Nutro Max","Dog,Food","Crude Protein,26.0% min,Crude Fat,14.0% min,Crude Fiber,3.0% max,Moisture,10.0% max,Calcium,1.0% min,Calcium,1.5% max,Phosphorus,0.9% min,Phosphorus,1.3% max,Docosahexaenoic Acid (DHA),0.1% min,Eicosapentaenoic Acid (EPA),0.05% min,Glucosamine,150 mg/kg min,Chondroitin Sulfate,350 mg/kg min,10 lbs,1 3/4 - 2,1 1/2 - 1 3/4,–,–,–,20 lbs,3 - 3 1/3,2 1/2 - 3,2 1/4 - 2 1/2,–,–,30 lbs,3 1/3 - 4,3 1/3 - 4,3 - 3 1/3,2 3/4 - 3,–,40 lbs,5 - 5 2/3,4 1/4 - 5,3 2/3 - 4 1/4,3 1/3 - 3 2/3,–,60 lbs,–,5 3/4 - 6 3/4,5 - 5 3/4,4 1/2 - 5,3 3/4,80 lbs,–,7 - 8 1/2,6 1/4 - 7,5 2/3 - 6 1/4,4 3/4,100 lbs,–,–,7 1/4 - 8 1/3,6 3/4 - 7 1/4,5 2/3,120 lbs,–,–,8 1/3 - 9 2/3,7 2/3 - 8 1/3,6 1/3,140 lbs,–,–,9 1/3 - 10 3/4,8 2/3 - 9 1/3,7 1/4,160 lbs,–,–,–,9 1/2 - 10 1/3,8,180 lbs,–,–,–,10 1/2 - 11 1/3,8 2/3,200 lbs,–,–,–,–,9 1/3","
        Nutro Max Large Breed Puppy Natural Chicken Meal & Rice Recipe Dry Dog Food, 25-lb bag",15,"
                        $29.99",/assets/img/ratings/rating-4_6.png,22,
"
            By Royal Canin","Dog,Food","Crude Protein,27.0% min,Crude Fat,14.0% min,Crude Fiber,6.3% max,Moisture,10.0% max,Vitamin E,500 IU/kg min,Eicosapentaenoic Acid (EPA),0.24% min,Docosahexaenoic Acid (DHA),0.1% min,Taurine,0.23% min,Ascorbic Acid (Vitamin C),200 mg/kg min,Glucosamine,750 mg/kg min,Chondroitin Sulfate,75 mg/kg min,Lutein,5 mg/kg min,2 Months,2 1/4,2 3/8,2 1/2,3 Months,2 7/8,3,3 1/4,4 Months,3,3 1/4,3 1/2,5 Months,3 1/4,3 5/8,4,6 Months,3 1/2,3 7/8,4 3/8,8 Months,3 1/8,3 5/8,4 1/8,10 Months,2 3/4,3 1/2,4,12 Months,3,3 1/2,4","
        Royal Canin Golden Retriever Puppy Dry Dog Food, 30-lb bag",14,"
                        $57.79",/assets/img/ratings/rating-4_8.png,38,
"
            By Primal","Dog,Food","Crude Protein,40.0% min,Crude Fat,23.0% min,Crude Fiber,2.0% max,Moisture,4.0% max,Ash,5.0% max","
        Primal Turkey & Sardine Formula Nuggets Grain-Free Freeze-Dried Dog Food",14,"
                        $30.99",/assets/img/ratings/rating-4_7.png,104,14-oz bag
"
            By Hill's Prescription Diet","Dog,Food","Crude Protein,14.0% min,Crude Fat,12.0% min,Crude Fiber,12.5% max","
        Hill's Prescription Diet t/d Dental Care Chicken Flavor Small Bites Dry Dog Food, 5-lb bag",15,"
                        $20.99",/assets/img/ratings/rating-4_5.png,78,
"
            By Wellness","Dog,Food","Crude Protein,22.0% min,Crude Fat,10.0% min,Crude Fiber,4.25% max,Moisture,10.0% max,Calcium,0.6% min,Phosphorus,0.55% min,Vitamin A,25,000 IU/kg min,Vitamin E,200 mg/kg min,Omega 6 Fatty Acids,2.4% min,Omega 3 Fatty Acids,0.8% min,Glucosamine,800 mg/kg min,Chondroitin Sulfate,700 mg/kg min,Taurine,0.09% min,Total Lactic Acid Microorganisms,20,000,000 CFU/lb min,18 - 23 lbs,1 - 1 1/2,24 - 45 lbs,1 1/2 - 2 1/4,46 - 65 lbs,2 1/2 - 3,66 - 85 lbs,3 - 3 2/3,86 - 105 lbs,3 3/4 - 4 3/4,106 - 125 lbs,4 1/2 - 4 3/4,Dogs over 125 lbs,Add ¼ cup per additional 10 lbs","
        Wellness Small Breed Complete Health Senior Deboned Turkey & Peas Recipe Dry Dog Food, 4-lb bag",15,"
                        $8.50",/assets/img/ratings/rating-4_8.png,57,
"
            By Pedigree","Dog,Food","CRUDE PROTEIN,8.0% MIN,CRUDE FAT,3.0% MIN,CRUDE FIBER,1.5% MAX,MOISTURE,82.0% MAX,VITAMIN E,25 IU/kg","
        Pedigree Choice Cuts Variety Pack With Beef, Chicken & Filet Mignon Wet Dog Food, 3.5-oz, case of 18",15,"
                        $8.94",/assets/img/ratings/rating-4_8.png,5,
"
            By Castor & Pollux","Dog,Food","Crude Protein,27.0% min,Crude Fat,14.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.8% min,Vitamin E,75 IU/kg min,Glucosamine,1,200 mg/kg min,Chondroitin Sulfate,1,200 mg/kg min,Omega 6 Fatty Acid,2.5% min,Omega 3 Fatty Acid,0.35% min,Less than 10 lbs,3/4,10 -25 lbs,3/4 - 1 3/4,25 - 50 lbs,1 3/4 - 3,50 - 75 lbs,3 - 4,75 - 100 lbs,4 - 5,100 - 150 lbs,5 - 6 3/4","
        Castor & Pollux Organix Chicken & Brown Rice Recipe Adult Dry Dog Food",15,"
                        $48.91",/assets/img/ratings/rating-4_9.png,94,25-lb bag
"
            By Puppy Chow","Dog,Food","Crude Protein,27.0% min,Crude Fat,12.0% min,Crude Fiber,5.0% max,Moisture,12.0% max,Linoleic Acid,1.6% min,Calcium,1.1% min,Phosphorus,0.9% min,Iron,150 mg/kg min,Vitamin A,10,000 IU/kg min,3 - 12 lbs,2/3 - 1,1 1 1/4,2/3 - 1 1/2,Feed as Adult,Feed as Adult,13 - 20 lbs,2/3 - 1 1/4,1 1/2 - 1 2/3,1 - 1 1/4,1 1/4 - 1 1/3,1 1/4 - 1 1/2,21 - 50 lbs,2/3 - 1 1/3,2 - 2 1/2,1 1/3 - 2 1/4,2 1/2 - 2 2/3,2 1/2 - 3 2/3,51 - 75 lbs,3/4 - 2 1/4,2 - 3 1/2,1 3/4 - 3 1/2,3 - 4 1/4,3 1/4 - 5 1/2,76 - 100 lbs,1 - 3 1/4,3 - 5 1/4,3 3/4 - 6,8 1/4 - 10,6 3/4 - 9 2/3,100+ lbs,3 1/4 + 1/2*,5 1/4 + 1/2*,6 + 1/2,10 + 1/2*,9 2/3 + 1/2*","
        Puppy Chow Complete Chicken Flavor Dry Dog Food",15,"
                        $24.50",/assets/img/ratings/rating-5_0.png,17,32-lb bag
"
            By Wellness","Dog,Food","Crude Protein,26.0% min,Crude Fat,8.0% min,Crude Fiber,6.0% max,Moisture,10.0% max,Omega 6 Fatty Acids,1.8% min,Omega 3 Fatty Acids,0.9% min,Glucosamine,375 mg/kg min,Chondroitin Sulfate,300 mg/kg min,Total Lactic Acid Microorganisms,20,000,000 CFU/lb min,5 - 9 lbs,1/2 - 3/4,1/3 - 2/3,10 - 17 lbs,3/4 - 1 1/4,2/3 - 1,18 - 23 lbs,1 1/4 - 1 1/2,1 - 1 1/3,24 - 45 lbs,1 1/2 - 2 1/2,1 1/3 - 2 1/4,46 - 65 lbs,2 1/2 - 3 1/4,2 1/4 - 3,66 - 85 lbs,3 1/4 - 4,3 - 3 1/2,86 - 105 lbs,4 - 4 2/3,3 1/2 - 4 1/4,106 - 125 lbs,4 2/3 - 5 1/4,4 1/4 - 4 3/4,Dogs over 125 lbs,Add ¼ cup per additional 10 lbs","
        Wellness Simple Limited Ingredient Diet Grain-Free Healthy Weight Salmon & Peas Formula Dry Dog Food, 24-lb bag",15,"
                        $54.98",/assets/img/ratings/rating-4_8.png,61,
"
            By Nature's Recipe","Dog,Food","Crude Protein,25.0% min,Crude Fat,14.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.8% min,Omega 6 Fatty Acids,2.5 % min,Omega 3 Fatty Acids,0.29% min,3 - 10 lbs,1 - 2,3/4 - 1 1/2,1/2 - 1,10 - 20 lbs,2 - 3,1 1/2 - 2 1/4,1 - 1 1/2,20 - 50 lbs,3 - 6,2 1/4 - 4 1/2,1 1/2 - 3,50 - 100 lbs,6 - 10 1/2,4 1/2 -8,3 - 5 1/4,+100 lbs,+1/2 per 10 lbs,+1/2 per 10 lbs,+1/2 per 10 lbs","
        Nature's Recipe Grain-Free Puppy Chicken, Sweet Potato, & Pumpkin Recipe Dry Dog Food",15,"
                        $20.99",/assets/img/ratings/rating-4_7.png,18,12-lb bag
"
            By Purina Beneful","Dog,Food","Crude Protein,11.0% min,Crude Fat,2.0% min,Crude Fiber,1.5% max,Moisture,78.0% max","
        Purina Beneful Prepared Meals Roasted Chicken Recipe with Pasta, Carrots & Spinach Wet Dog Food, 10-oz, case of 8",15,"
                        $14.68",/assets/img/ratings/rating-4_1.png,14,
"
            By Purina Beneful","Dog,Food","Crude Protein ,11.0% min ,Crude Fat ,2.0% min ,Crude Fiber ,1.5% max ,Moisture ,78.0% min ,Crude Protein ,10.0% min ,Crude Fat ,2.0% min ,Crude Fiber ,1.5% max ,Moisture ,78.0% min ,Crude Protein ,11.0% min ,Crude Fat ,2.0% min ,Crude Fiber ,1.5% max ,Moisture ,78.0% min ","
        Purina Beneful Prepared Meals Variety Pack Wet Dog Food, 10-oz, case of 12",15,"
                        $19.94",/assets/img/ratings/rating-4_6.png,5,
"
            By Whole Earth Farms","Dog,Food","Crude Protein,8.0% min,Crude Fat,3.0% min,Crude Fiber,1.4% max,Moisture,81.0% max,5 lbs,3/8 - 5/8,10 - 20 lbs,3/4 - 1 1/2,30 - 40 lbs,1 2/3 - 2 3/4,50 - 60 lbs,2 3/4 - 3 3/4,70 - 100 lbs,3 3/4 - 5 2/3","
        Whole Earth Farms Grain-Free Hearty Lamb Stew Canned Dog Food, 12.7-oz, case of 12",15,"
                        $21.24",/assets/img/ratings/rating-4_5.png,76,
"
            By Hill's Science Diet","Dog,Food","Crude Protein,4.5% min,Crude Fat,3.0% min,Crude Fiber,1.5% max,Calcium,0.15% min,Calcium,0.25% max,Phosphorus,0.1% min,Phosphorus,0.4% max,Taurine,0.1% min","
        Hill's Science Diet Adult Savory Stew with Chicken & Vegetables Canned Dog Food, 12.8-oz, case of 12",15,"
                        $18.85",/assets/img/ratings/rating-4_7.png,24,
"
            By Purina Pro Plan","Dog,Food","Crude Protein,26.0% min,Crude Fat,16.0% min,Crude Fiber,3.0% max,Moisture,12.0% max,Linoleic Acid,1.4% min,Calcium,1.0% min,Phosphorus,0.8% min,Selenium,0.3 mg/kg min,Vitamin A,15,000 IU/kg min,Vitamin E,460 IU/kg min,Ascorbic Acid (Vitamin C),70 mg/kg min,Glucosamine,400 ppm min,Omega 6 Fatty Acids,1.5% min,3 - 12 pounds ,1/2 - 1 1/8 cup ,13 - 30 pounds ,1 1/8 cup- 1 1/2 cups ,21 - 35 pounds ,1 1/2 cups - 2 1/4 cups ,36 - 50 pounds ,2 1/4 cups - 2 3/4 cups ,51 - 75 pounds ,2 3/4 cups - 3 3/4 cups ,76 - 100 pounds ,3 3/4 - 4 1/2 cups ,Over 100 pounds ,4 1/2 cups, plus 1/4 cup for each 10 pounds of body weight over 100 pounds ","
        Purina Pro Plan Savor Adult Shredded Blend Salmon & Rice Formula Dry Dog Food",15,"
                        $39.98",/assets/img/ratings/rating-4_8.png,50,33-lb bag
"
            By SPORTMiX","Dog,Food","Crude Protein,22.0% min,Crude Fat,12.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Omega 6 Fatty Acids,2.1% min,Omega 3 Fatty Acids,0.7% min","
        SPORTMiX Wholesomes with Lamb Meal & Rice Formula Dry Dog Food, 40-lb bag",15,"
                        $36.99",/assets/img/ratings/rating-4_7.png,68,
"
            By Whole Earth Farms","Dog,Food","Crude Protein,9.5% min,Crude Fat,3.5% min,Crude Fiber,1.4% max,Moisture,78.0% max,5 lbs,3/8 - 5/8,10 - 20 lbs,3/4 - 1 1/2,30 - 40 lbs,1 2/3 - 2 3/4,50 - 60 lbs,2 3/4 - 3 3/4,70 - 100 lbs,3 3/4 - 5 2/3","
        Whole Earth Farms Grain-Free Red Meat Recipe Canned Dog Food, 12.7-oz, case of 12",15,"
                        $21.24",/assets/img/ratings/rating-4_3.png,130,
"
            By CANIDAE","Dog,Food","Crude Protein ,20.0% min,Crude Fat ,8.5% min,Crude Fiber ,4.0% max,Moisture ,10.0% max,Linoleic Acid (Omega 6),2.6% min,Vitamin E,200 IU/kg min,Alpha Linolenic Acid (Omega 3),0.5% min,Glucosamine HCL,750 mg/kg min,Chondroitin Sulfate,250 mg/kg min,Ascorbic Acid (Vitamin C),50 mg/kg min,Lactobacillus Acidophilus,100,000,000 CFU/lb min,Cellulase,100 CMCU/kg min,Up to 15 lbs,1/3 - 3/4,1/2 - 1,15-25 lbs,3/4 - 1 1/3,1 - 1 1/2,25-50 lbs,1 1/3 - 2,1 1/2 - 2 1/2,50-75 lbs,2 - 3,2 1/2 - 3 1/2,75-100 lbs,3 - 4,3 1/2 - 4 1/2","
        CANIDAE Life Stages Platinum Formula Dry Dog Food",15,"
                        $46.54",/assets/img/ratings/rating-4_5.png,103,30-lb bag
"
            By Purina Beyond","Dog,Food","Crude Protein,26.0% min,Crude Fat,16.0% min,Crude Fiber,4.0% max,Moisture,12.0% max,Linoleic Acid,1.4% min,Calcium,1.0% min,Phosphorus,0.8% min,Zinc,150 ppm min,Selenium,0.35 ppm min,Vitamin A,14,000 IU/kg min,Vitamin E,150 IU/kg min","
        Purina Beyond Superfood Blend Salmon, Egg & Pumpkin Recipe Dry Dog Food",15,"
                        $20.82",/assets/img/ratings/rating-4_8.png,54,14.5-lb bag
"
            By Hill's Prescription Diet","Dog,Food","Crude Protein,5.0% min,Crude Fat,0.8% min,Crude Fat,3.5% max,Crude Fiber,7.0% max","
        Hill's Prescription Diet r/d Weight Reduction Original Canned Dog Food, 12.3-oz, case of 12",15,"
                        $32.99",/assets/img/ratings/rating-4_8.png,60,
"
            By Eukanuba","Dog,Food","Crude Protein,21.0% min,Crude Fat,9.0% min,Crude Fat,11.0% max,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,0.85% min,Vitamin E,140 IU/kg min,L-Carnitine,40 mg/kg min,Omega 6 Fatty Acids,1.84% min,Omega 3 Fatty Acids,0.28% min,Glucosamine,375 mg/kg min,Chondroitin Sulfate,35 mg/kg min,50 lbs,3 - 3 1/2,2 3/4,60 lbs,3 1/2 - 4,3,70 lbs,4 - 4 1/2,3 1/2,80 lbs}4 1/4 - 4 3/4,3 3/4,100 lbs,5 - 5 1/2,4 1/4,120 lbs,5 1/2 - 6 1/4,5","
        Eukanuba Large Breed Adult Weight Control Chicken Formula Dry Dog Food",15,"
                        $38.24",/assets/img/ratings/rating-4_7.png,22,30-lb bag
"
            By Puppy Chow","Dog,Food","Crude Protein,27.0% min,Crude Fiber,4.0% max,Linoleic Acid,1.1% min,Phosphorus,0.9% min,IU/kg Vitamin A,10,000 IU/kg min,Docosahexaenoic Acid (DHA),0.05% min,Crude Fat,12.0% min,Moisture,14.0% max,Calcium (Ca),1.1% min,Iron (Fe),150 mg/kg min,Vitamin E,100 IU/kg min,3 - 12 lbs,2/3 - 1,1 - 1/3,2/3 - 1 1/2,Feed as Adult,Feed as Adult,13 - 20 lbs,2/3 - 1 1/4,1 1/2 - 2,1 - 1 1/3,1 1/2 - 1 2/3,1 1/2 - 1 2/3,21 - 50 lbs,3/4 - 1 1/2,2 1/4 - 2 3/4,1 1/2 - 2 1/2,2 3/4 - 3,2 3/4 - 4 1/4,51 - 75 lbs,3/4 - 2 1/2,2 1/4 - 4,2 - 4,3 1/3 - 5,3 2/3 - 6 1/4,76 - 100 lbs,1 1/4 - 3 3/4,3 - 4,4 - 6 1/2,5 1/e - 7,7 3/4 - 11 1/4","
        Puppy Chow Tender & Crunchy with Real Beef Dry Dog Food",15,"
                        $24.41",/assets/img/ratings/rating-4_5.png,34,32-lb bag
"
            By Wellness","Dog,Food","Crude Protein,21.0% min,Crude Fat,12.0% min,Crude Fiber,4.75% max,Moisture,11.0% max,Omega 6 Fatty Acids,2.5% min,Omega 3 Fatty Acids,0.75% min,Total Lactic Acid Microorganisms,20,000,000 CFU/lb min,3 - 17 lbs,1/3 - 1 1/4,18 - 23 lbs,1 1/4 - 1 1/2,24 - 45 lbs,1 1/2 - 2 1/2,46 - 65 lbs,2 1/2 - 3 1/3,66 - 85 lbs,3 1/3 - 4,86 - 105 lbs,4 - 4 3/4,106 - 125 lbs,4 3/4 - 5 1/2,Dogs over 125 lbs,Add ¼ cup per additional 10 lbs","
        Wellness Simple Limited Ingredient Diet Lamb & Oatmeal Formula Dry Dog Food",15,"
                        $54.98",/assets/img/ratings/rating-4_7.png,86,26-lb bag
"
            By Hill's Science Diet","Dog,Food","Crude Protein,19.0% min,Crude Fat,12.0% min,Crude Fiber,3.0% max,Vitamin C,85 mg/kg min,Vitamin E,400 IU/kg min,Glucosamine,700 ppm min,Chondroitin Sulfate,250 ppm min","
        Hill's Science Diet Adult Large Breed Lamb Meal & Rice Dry Dog Food, 33-lb bag",16,"
                        $46.73",/assets/img/ratings/rating-4_9.png,30,
